sourceTypeID,yearID,ageID,ageFraction,FIP
54,2020,22,0.021182701,36003
54,2020,21,0.045013239,36003
54,2020,20,0.045013239,36003
54,2020,19,0.032656664,36003
54,2020,18,0.030008826,36003
54,2020,17,0.030891439,36003
54,2020,16,0.041482789,36003
54,2020,15,0.050308914,36003
54,2020,27,0.015004413,36003
62,2020,11,0.031971581,36003
62,2020,23,0.01598579,36003
62,2020,22,0.028419183,36003
62,2020,21,0.040852575,36003
62,2020,20,0.058614565,36003
62,2020,19,0.04973357,36003
62,2020,18,0.026642984,36003
62,2020,17,0.028419183,36003
62,2020,16,0.03374778,36003
62,2020,15,0.042628774,36003
62,2020,14,0.042628774,36003
61,2020,20,0.061403509,36003
62,2020,12,0.014209591,36003
62,2020,26,0.017761989,36003
62,2020,10,0.017761989,36003
62,2020,9,0.012433393,36003
62,2020,8,0.055062167,36003
62,2020,7,0.024866785,36003
62,2020,6,0.03374778,36003
62,2020,5,0.03374778,36003
62,2020,4,0.040852575,36003
62,2020,3,0.03374778,36003
62,2020,2,0.024866785,36003
62,2020,0,0.028419183,36003
62,2020,13,0.062166963,36003
61,2020,6,0.026315789,36003
62,2020,1,0.023090586,36003
61,2020,17,0.061403509,36003
61,2020,16,0.035087719,36003
61,2020,15,0.073099415,36003
61,2020,14,0.055555556,36003
61,2020,13,0.073099415,36003
61,2020,12,0.00877193,36003
61,2020,11,0.014619883,36003
61,2020,10,0.00877193,36003
61,2020,9,0.023391813,36003
62,2020,24,0.030195382,36003
61,2020,7,0.014619883,36003
62,2020,25,0.014209591,36003
61,2020,5,0.023391813,36003
61,2020,4,0.038011696,36003
61,2020,3,0.00877193,36003
61,2020,2,0.014619883,36003
61,2020,1,0.00877193,36003
61,2020,0,0.01754386,36003
62,2020,30,0.097690941,36003
62,2020,29,0.007104796,36003
62,2020,28,0.008880995,36003
62,2020,27,0.019538188,36003
61,2020,19,0.023391813,36003
61,2020,8,0.026315789,36003
51,2020,8,0.020689655,36003
52,2020,28,0.012374687,36003
43,2020,16,0.012048193,36003
51,2020,18,0.062068966,36003
51,2020,17,0.020689655,36003
51,2020,16,0.103448276,36003
51,2020,15,0.020689655,36003
51,2020,14,0.068965517,36003
51,2020,13,0.027586207,36003
51,2020,12,0.027586207,36003
51,2020,11,0.027586207,36003
53,2020,8,0.007042254,36003
51,2020,9,0.020689655,36003
51,2020,22,0,36003
51,2020,7,0.075862069,36003
51,2020,6,0.034482759,36003
51,2020,5,0.062068966,36003
51,2020,4,0.075862069,36003
51,2020,3,0.034482759,36003
51,2020,2,0.096551724,36003
51,2020,1,0.062068966,36003
51,2020,0,0.062068966,36003
52,2020,30,0.119987469,36003
52,2020,29,0.014567669,36003
51,2020,10,0.055172414,36003
43,2020,2,0.113253012,36003
43,2020,15,0.012048193,36003
43,2020,13,0.019277108,36003
43,2020,12,0.01686747,36003
43,2020,11,0.018072289,36003
43,2020,10,0.040963855,36003
43,2020,9,0.075903614,36003
43,2020,8,0.037349398,36003
43,2020,7,0.042168675,36003
43,2020,6,0.06626506,36003
43,2020,5,0.087951807,36003
51,2020,20,0.006896552,36003
43,2020,3,0.119277108,36003
51,2020,19,0.006896552,36003
43,2020,1,0.119277108,36003
43,2020,0,0.114457831,36003
51,2020,30,0,36003
51,2020,29,0.006896552,36003
51,2020,28,0,36003
51,2020,27,0,36003
51,2020,26,0.013793103,36003
51,2020,25,0,36003
51,2020,24,0,36003
51,2020,23,0,36003
43,2020,4,0.071084337,36003
53,2020,18,0.021126761,36003
52,2020,0,0.029448622,36003
53,2020,30,0.38028169,36003
53,2020,29,0.003521127,36003
53,2020,28,0.007042254,36003
53,2020,27,0,36003
53,2020,26,0.007042254,36003
